Prod_Desc_norm,ocorrencias,exemplos,subcats
enrolador de mangueira de jardim,2,['Enrolador de Mangueira de Jardim'],['Ferramentas para Jardim']
engate flexivel aco inox mxf 1 2 60cm,2,['ENGATE FLEXIVEL ACO INOX MXF  1/2 60CM'],['Canos e Conexões Hidráulicas']
engate flexivel aco inox mxf 1 2 40cm,2,['ENGATE FLEXIVEL ACO INOX MXF 1/2 40CM'],['Canos e Conexões Hidráulicas']
emulsao asfaltica rr 2c,2,['Emulsão Asfáltica RR-2C'],"['Cimento Asfáltico de Petróleo - CAP', 'Manta e Produtos Asfálticos']"
emulsao asfaltica rr 1c,2,['Emulsão Asfáltica RR-1C'],"['Cimento Asfáltico de Petróleo - CAP', 'Usina de Asfalto']"
emulsao asfaltica rl 1c,2,['Emulsão Asfáltica RL-1C'],"['Manta e Produtos Asfálticos', 'Usina de Asfalto']"
fio de cobre 4 0mm flexivel com certificacao do inmetro na cor azul,2,"['Fio de cobre 4,0mm flexível, com certificação do INMETRO, na cor azul.']",['Cabos Elétricos']
fio de cobre 2 5mm flexivel com certificacao do inmetro na cor vermelha,2,"['Fio de cobre 2,5mm flexível, com certificação do INMETRO, na cor vermelha.']",['Cabos Elétricos']
fio de cobre 2 5mm flexivel com certificacao do inmetro na cor verde,2,"['Fio de cobre 2,5mm flexível, com certificação do INMETRO, na cor verde.']",['Cabos Elétricos']
fio de cobre 2 5mm flexivel com certificacao do inmetro na cor azul,2,"['Fio de cobre 2,5mm flexível, com certificação do INMETRO, na cor azul.']",['Cabos Elétricos']
fio de cobre 10 0mm flexivel com certificacao do inmetro na cor verde,2,"['Fio de cobre 10,0mm flexível, com certificação do INMETRO, na cor verde.']",['Cabos Elétricos']
fio de cobre 10 0mm flexivel com certificacao do inmetro na cor preto,2,"['Fio de cobre 10,0mm flexível, com certificação do INMETRO, na cor preto.']",['Cabos Elétricos']
fio de cobre 10 0mm flexivel com certificacao do inmetro na cor azul,2,"['Fio de cobre 10,0mm flexível, com certificação do INMETRO, na cor azul.']",['Cabos Elétricos']
fio de cobre 1 5mm flexivel com certificacao do inmetro na cor preta,2,"['Fio de cobre 1,5mm flexível, com certificação do INMETRO, na cor preta.']",['Cabos Elétricos']
fio de cobre 1 5mm flexivel com certificacao do inmetro na cor branco,2,"['Fio de cobre 1,5mm flexível, com certificação do INMETRO, na cor branco.']",['Cabos Elétricos']
fio de cobre 1 5mm flexivel com certificacao do inmetro na cor azul,2,"['Fio de cobre 1,5mm flexível, com certificação do INMETRO, na cor azul.']",['Cabos Elétricos']
cumeeira fibrocimento 15,2,['Cumeeira fibrocimento 15°.'],['Telhas']
cremalheira para locacao cabine simples,2,['Cremalheira para locação cabine simples'],"['Elevador Cremalheira', 'Equipamentos Elétricos']"
cordao de cobre flexivel torcido classe 4 ou 5 isolacao em pvc d 300 v 2 condutores de 4 mm2,2,"['CORDAO DE COBRE, FLEXIVEL, TORCIDO, CLASSE 4 OU 5, ISOLACAO EM PVC/D, 300 V, 2 CONDUTORES DE 4 MM2']",['Cabos Elétricos']
copia luminaria de led para iluminacao publica de 98 w ate 137 w involucro em aluminio ou aco inox coletado caixa,2,"['[cópia] LUMINARIA DE LED PARA ILUMINACAO PUBLICA, DE 98 W  ATE 137 W, INVOLUCRO EM ALUMINIO OU ACO INOX (COLETADO CAIXA)']",['Luminárias']
conjunto placa suporte 4x2 3 posicoes mais 2 parafusos para fixacao do suporte para ponto eletrico de embutir placa em pvc branco liso de encaixe e suporte parafusado compativel com a marca pezzi linha 50 000,2,"['Conjunto placa + suporte 4x2, 3 posições, mais 2 parafusos para fixação do suporte para ponto elétrico de embutir. Placa em PVC branco liso de encaixe e suporte parafusado. Compatível com a marca Pezzi, linha 50.000']","['Tomadas, interruptores e plugues']"
fertilizante npk 10 10 10,2,"['FERTILIZANTE NPK -  10:10:10', 'FERTILIZANTE NPK - 10:10:10']","['Tomadas, interruptores e plugues']"
fita isolante alta fusao 23lb 19mm x 2m,2,['Fita Isolante alta fusão 23LB 19mm x 2m.'],['Acessórios e Conexões Elétricas']
fita isolante adesiva antichama uso ate 750 v em rolo de 19 mm x 20 m,2,"['FITA ISOLANTE ADESIVA ANTICHAMA, USO ATE 750 V, EM ROLO DE 19 MM X 20 M']",['Acessórios e Conexões Elétricas']
fita isolante 20m,2,['FITA ISOLANTE 20M'],['Acessórios e Conexões Elétricas']
fita isolante 19mmx20mm espessura 0 19mm classe a resistencia uv antichamas 105oc preta abnt nbr nm 60454 1 tipo 9,2,"['Fita isolante 19mmx20mm, espessura 0,19mm, classe A, resistência UV, antichamas, 105ºC, preta, ABNT NBR NM 60454-1, tipo 9.']",['Acessórios e Conexões Elétricas']
fita de aco perfurada 19 mm x 30 m,2,['Fita de aço perfurada 19 mm x 30 m'],['Produtos para Madeira']
fita crepe para uso geral 48mm x 50m,2,"['Fita crepe para uso geral, 48mm x 50m.']",['Fitas']
fita crepe p pint automotiva verde 48mmx50m,2,['FITA CREPE P/ PINT AUTOMOTIVA VERDE 48MMX50M'],['Fitas']
fita crepe 423 48mm x 50m,2,['FITA CREPE 423 48MM X 50M'],['Fitas']
fita crepe 423 24mm x 50m,2,['FITA CREPE 423 24MM X 50M'],['Fitas']
fita anticorrosiva 30m,2,['Fita anticorrosiva 30m'],['Acessórios e Conexões Elétricas']
fita aco lisa 19mmx25mt inox,2,"['FITA   ACO   LISA   19MMX25MT INOX', 'FITA   AÇO   LISA   19MMX25MT INOX']",['Produtos para Madeira']
fio de cobre 6 0mm flexivel com certificacao do inmetro na cor vermelho,2,"['Fio de cobre 6,0mm flexível, com certificação do INMETRO, na cor vermelho.']",['Cabos Elétricos']
fio de cobre 6 0mm flexivel com certificacao do inmetro na cor verde,2,"['Fio de cobre 6,0mm flexível, com certificação do INMETRO, na cor verde.']",['Cabos Elétricos']
fio de cobre 6 0mm flexivel com certificacao do inmetro na cor azul,2,"['Fio de cobre 6,0mm flexível, com certificação do INMETRO, na cor azul.']",['Cabos Elétricos']
fio de cobre 4 0mm flexivel com certificacao do inmetro na cor verde,2,"['Fio de cobre 4,0mm flexível, com certificação do INMETRO, na cor verde.']",['Cabos Elétricos']
fio de cobre 4 0mm flexivel com certificacao do inmetro na cor preto,2,"['Fio de cobre 4,0mm flexível, com certificação do INMETRO, na cor preto.']",['Cabos Elétricos']
forro de pvc liso para ambientes comerciais inclusive estrutura de fixacao af_05 2017_ps,2,"['FORRO DE PVC, LISO, PARA AMBIENTES COMERCIAIS, INCLUSIVE ESTRUTURA DE FIXAÇÃO. AF_05/2017_PS']",['Forros']
flashing 150mm,2,['Flashing 150mm'],"['Aços para Construção', 'Gesso e Drywall']"
flange es,2,['FLANGE ES'],['Canos e Conexões Hidráulicas']
fita veda rosca 18mmx50m,2,['FITA VEDA ROSCA 18MMX50M'],['Outros - Materiais Hidráulicos']
fita veda rosca 18mm x 50m,2,['Fita veda rosca 18mm x 50m'],['Outros - Materiais Hidráulicos']
conector terminal frontal para barramento para fio 25mm,2,['Conector terminal frontal para barramento para fio 25mm.'],['Acessórios e Conexões Elétricas']
conector terminal em cobre eletrolitico com acabamento em estanho para cabo de energia de 150mm2 definir modelo adequado conforme tipo de conexao dupla compressao,2,['Conector terminal em cobre eletrolítico com acabamento em estanho para cabo de energia de 150mm². Definir modelo adequado conforme tipo de conexão. dupla compressão'],['Acessórios e Conexões Elétricas']
conector rj45 cat 6 macho para cabo de rede utp,2,"['Conector RJ45 CAT 6, macho, para cabo de rede UTP.']",['Sistemas']
conector rj45 cat 5e macho para cabo de rede utp,2,"['Conector RJ45 CAT 5E, macho, para cabo de rede UTP.']",['Sistemas']
conector para cabos de aterramento de 16mm2 a 25mm2,2,['Conector para cabos de aterramento de 16mm² a 25mm²'],['Para Raios e SPDA']
conector derivacao perfurante principal,2,['Conector derivação perfurante principal'],['Conectores']
conector derivacao perfurante cdp 95,2,['Conector derivação perfurante - CDP 95'],['Conectores']
conector derivacao perfurante cdp 70,2,"['CONECTOR               DERIVAÇÃO PERFURANTE CDP-70', 'CONECTOR DERIVAÇÃO PERFURANTE CDP 70']",['Conectores']
conector derivacao perfurante,2,['Conector derivação perfurante'],['Conectores']
conector de medicao em latao com 4 parafusos para cabos de cobre aco cobreado 35 70mm2,2,"['Conector de Medição em Latão com 4 Parafusos, para Cabos de cobre / aço cobreado  35-70mm²', 'Conector de Medição em Latão com 4 Parafusos, para Cabos de cobre / aço cobreado 35-70mm²']","['Cabos Elétricos', 'Ferragens para Fixar e Montar']"
condutor de cobre hepr 0610 kv 5x4x240 mm3 1x120 mm2 encordoamento classe 2,2,['CONDUTOR DE COBRE HEPR 0610 kV 5x4x240 mm³ + 1x120 mm² ENCORDOAMENTO CLASSE 2'],"['Tomadas, interruptores e plugues']"
haste de aterramento 3 4 para spda,2,['HASTE DE ATERRAMENTO 3/4 PARA SPDA'],['Para Raios e SPDA']
guindaste hidraulico autopropelido com lanca telescopica 50 m capacidade maxima 100 t potencia 350 kw tracao 10 x 6,2,"['GUINDASTE HIDRAULICO AUTOPROPELIDO, COM LANCA TELESCOPICA 50 M, CAPACIDADE MAXIMA 100 T, POTENCIA 350 KW,  TRACAO 10 X 6', 'GUINDASTE HIDRAULICO AUTOPROPELIDO, COM LANCA TELESCOPICA 50 M, CAPACIDADE MAXIMA 100 T, POTENCIA 350 KW, TRACAO 10 X 6']","['Tomadas, interruptores e plugues']"
guincho talha de coluna com trole max 600kg completo,2,['Guincho Talha De Coluna Com Trole Max 600kg Completo'],['Equipamentos para Construção']
guia pre moldada de concreto dimensao 0 15x0 30x1 00 m,2,"['GUIA PRÉ MOLDADA DE CONCRETO, DIMENSÃO (0,15X0,30X1,00)M']",['Artefatos de Concreto']
grupo gerador estacionario silenciado potencia 50 kva motor diesel,2,"['GRUPO GERADOR ESTACIONARIO SILENCIADO, POTENCIA 50 KVA, MOTOR  DIESEL', 'GRUPO GERADOR ESTACIONARIO SILENCIADO, POTENCIA 50 KVA, MOTOR DIESEL']",['Fontes de Energia']
grupo gerador estacionario silenciado potencia 180 kva motor diesel,2,"['GRUPO GERADOR ESTACIONARIO, SILENCIADO, POTENCIA 180 KVA, MOTOR  DIESEL', 'GRUPO GERADOR ESTACIONARIO, SILENCIADO, POTENCIA 180 KVA, MOTOR DIESEL']",['Fontes de Energia']
graute cimenticio para uso geral,2,['GRAUTE CIMENTICIO PARA USO GERAL'],['Cimentos']
grampo metalico tipo olhal para haste de aterramento de 3 4 condutor de 10 a 50 mm2,2,"[""GRAMPO METALICO TIPO OLHAL PARA HASTE DE ATERRAMENTO DE 3/4'', CONDUTOR DE *10* A 50 MM2"", ""GRAMPO METALICO TIPO OLHAL PARA HASTE DE ATERRAMENTO DE 3/4'', CONDUTOR DE 10 A 50 MM2""]",['Para Raios e SPDA']
glasu acrilico fosco economico branco 18l,2,['GLASU ACRILICO FOSCO ECONOMICO BRANCO 18L'],['Verniz e Solvente']
gesso calcinado 1kg,2,['GESSO CALCINADO 1KG'],['Gesso e Drywall']
garfo gaiola de pintura p rolo 23cm sem rosca,2,['GARFO GAIOLA DE PINTURA P/ ROLO 23CM SEM ROSCA'],"['Pincéis, Rolos e Acessórios']"
gabiao tipo caixa malha 8 x 10 galvanizado altura de 1 00 m tela com fio 2 7 mm borda 3 4 mm sem contato direto e constante com agua,2,"['GABIAO TIPO CAIXA (MALHA 8 X 10) GALVANIZADO, ALTURA DE 1,00 M, TELA COM FIO 2,7 MM - BORDA = 3,4 MM - SEM CONTATO DIRETO E CONSTANTE COM AGUA']",['Aços para Construção']
fusivel hh media tensao 15a 25kv 40ka,2,['Fusível HH média tensão 15A 25kV 40kA'],['Proteções Elétricas']
fusivel de vidro 5x20mm 250v 5a,2,"['Fusível de vidro 5x20mm 250V - 5A', 'Fusível de vidro 5x20mm 250v - 5a']",['Proteções Elétricas']
forro pvc branco 8mm 6m de comprimento,2,"['Forro PVC branco, 8mm, 6m de comprimento.']",['Forros']
forro modular em placas de gesso 9 5mm acartonado com revestimento vinilico branco e perfis tipo t invertido em aluminio pintados na cor branca modulacao 625mmx1250mm,2,"['FORRO MODULAR EM PLACAS DE GESSO (9,5MM) ACARTONADO COM REVESTIMENTO VINILICO BRANCO E PERFIS TIPO T INVERTIDO EM ALUMINIO PINTADOS NA COR BRANCA, MODULAÇÃO 625MMX1250MM']",['Pisos Vinílicos']
janela maxim ar em aluminio 80 x 60 cm a x l batente requadro de 4 a 14 cm com vidro sem guarnicao alizar,2,"['JANELA MAXIM AR EM ALUMINIO, 80 X 60 CM (A X L), BATENTE/REQUADRO DE 4 A 14 CM, COM VIDRO, SEM GUARNICAO/ALIZAR']",['Acessórios de Portas e Janelas']
janela fixa em aluminio 60 x 80 cm a x l batente requadro de 3 a 14 cm com vidro sem guarnicao alizar,2,"['JANELA FIXA EM ALUMINIO, 60  X 80 CM (A X L), BATENTE/REQUADRO DE 3 A 14 CM, COM VIDRO, SEM GUARNICAO/ALIZAR', 'JANELA FIXA EM ALUMINIO, 60 X 80 CM (A X L), BATENTE/REQUADRO DE 3 A 14 CM, COM VIDRO, SEM GUARNICAO/ALIZAR']",['Acessórios de Portas e Janelas']
janela de correr em aluminio 100 x 150 cm a x l 4 fls sem bandeira acabamento acet ou brilhante batente requadro de 6 a 14 cm com vidro sem guarnicao alizar,2,"['JANELA DE CORRER EM ALUMINIO, 100 X 150 CM (A X L), 4 FLS, SEM BANDEIRA, ACABAMENTO ACET OU BRILHANTE, BATENTE/REQUADRO DE 6 A 14 CM, COM VIDRO, SEM GUARNICAO/ALIZAR']",['Acessórios de Portas e Janelas']
isolador roldana de porcelana 76 x 79mm com armacao ar11 galvanizado,2,['Isolador roldana de porcelana 76 x 79mm com armação AR11 galvanizado'],['Para Raios e SPDA']
isolador pilar 15 kv,2,['Isolador pilar 15 kV'],"['Ferragens para Fixar e Montar', 'Subestações e Alta Tensão']"
isolador de porcelana suspenso disco tipo garfo olhal diametro de 152 mm para tensao de 15 kv,2,"['ISOLADOR DE PORCELANA SUSPENSO, DISCO TIPO GARFO OLHAL, DIAMETRO DE 152 MM, PARA TENSAO DE *15* KV']",['Subestações e Alta Tensão']
isolador de ancoragem polimerico 15kv,2,['Isolador de ancoragem polimérico 15kV'],"['Ferragens para Fixar e Montar', 'Subestações e Alta Tensão']"
interruptor simples vertical paralelo pvc branco liso compativel com tampa condulete,2,"['Interruptor simples vertical paralelo, PVC branco liso, compatível com tampa condulete.']","['Tomadas, interruptores e plugues']"
interruptor simples 1 tecla com caixa sobrepor,2,"['Interruptor Simples 1 Tecla Com Caixa Sobrepor', 'Interruptor simples 1 tecla com caixa sobrepor']","['Tomadas, interruptores e plugues']"
interruptor paralelo hotel 1 tecla com caixa sobrepor,2,"['Interruptor Paralelo (Hotel) 1 Tecla Com Caixa Sobrepor', 'Interruptor Paralelo (Hotel) 1 tecla com caixa sobrepor']","['Tomadas, interruptores e plugues']"
interruptor duplo horizontal paralelo pvc branco liso compativel com tampa condulete,2,"['Interruptor duplo horizontal paralelo, PVC branco liso, compatível com tampa condulete.']","['Tomadas, interruptores e plugues']"
interruptor diferencial residual trifasico dr 63a,2,['Interruptor diferencial residual trifásico (DR) 63A'],"['Tomadas, interruptores e plugues']"
interruptor diferencial residual trifasico dr 40a,2,['Interruptor diferencial residual trifásico (DR) 40A'],"['Tomadas, interruptores e plugues']"
instalacao cabo multipolar aluminio 3 c x 95 mm2,2,"['Instalação cabo multipolar, aluminio,  3/C x 95 mm²']","['Cabos Elétricos', 'Ferramentas Manuais']"
impermeabilizante tecplus lastic 18kg,2,['IMPERMEABILIZANTE TECPLUS LASTIC 18KG'],['Impermeabilizantes']
hidrante de coluna completo em ferro fundido dn 100 mm com registro cunha de borracha curva dessimetrica extremidade e tampas inclui kit fixacao,2,"['HIDRANTE DE COLUNA COMPLETO, EM FERRO FUNDIDO, DN = 100 MM, COM REGISTRO, CUNHA DE BORRACHA, CURVA DESSIMETRICA, EXTREMIDADE E TAMPAS (INCLUI KIT FIXACAO)', 'hidrante de coluna completo, em ferro fundido, DN = 100 MM, com registro, cunha de borracha, curva dessimétrica, extremidade e tampas (inclui kit fixação)']","['Rede de hidrantes', 'Tomadas, interruptores e plugues']"
chapa painel de madeira compensada resinada madeirite resinado rosa para forma de concreto de 2200 x 1100 mm e 20 mm,2,"['CHAPA/PAINEL DE MADEIRA COMPENSADA RESINADA (MADEIRITE RESINADO ROSA) PARA FORMA DE CONCRETO, DE 2200 X 1100 MM, E = 20 MM']","['Chapas e Painéis', 'Tomadas, interruptores e plugues']"
joelho 90 esgoto 40mm,2,['JOELHO 90 ESGOTO 40MM'],['Sanitário']
joelho 90 dn32mm ppr termofusao,2,"['Joelho 90° DN32mm PPR Termofusão', 'Joelho 90°, DN32mm, PPR Termofusão']",['Canos e Conexões Hidráulicas']
joelho 90 dn20mm ppr termofusao,2,"['Joelho 90° DN20mm PPR Termofusão', 'Joelho 90°, DN20mm, PPR Termofusão']",['Canos e Conexões Hidráulicas']
joelho 90 dn100mm pvc rigido serie normal nbr 5688,2,['Joelho 90° DN100mm PVC Rígido Série Normal NBR 5688'],['Tubos e conexões para Gases Medicinais']
condulete tipo ll,2,['CONDULETE TIPO LL'],['Quadros e Caixas Elétricas']
condulete de pvc,2,['Condulete de PVC'],['Condutos']
concreto usinado convencional,2,['CONCRETO USINADO CONVENCIONAL'],['Concreto']
concreto betuminoso usinado a quente cbuq para pavimentacao asfaltica padrao dnit faixa c com cap 50 70 aquisicao posto usina,2,"['CONCRETO BETUMINOSO USINADO A QUENTE (CBUQ) PARA PAVIMENTACAO ASFALTICA, PADRAO DNIT, FAIXA C, COM CAP 50/70 - AQUISICAO POSTO USINA']","['CBUQ', 'Concreto']"
compressor de ar 815,2,['Compressor de Ar 815'],"['Compressor de Ar', 'Máquinas Elétricas']"
compressor ar diesel 400 pcm,2,['COMPRESSOR AR DIESEL 400 PCM'],['Compressor de Ar']
coluna para lavatorio adulto branca,2,['Coluna para lavatório adulto – branca'],['Pias e Lavatórios']
coletor solar 2m2,2,['Coletor Solar 2m²'],['Água Quente']
cola branca base pva,2,['COLA BRANCA BASE PVA'],['Adesivos e Colas']
classica latex premium fosca branco 18l,2,['CLASSICA LATEX PREMIUM FOSCA BRANCO 18L'],['Verniz e Solvente']
cimento saco 50kg todas as obras,2,['CIMENTO SACO 50KG TODAS AS OBRAS'],['Cimentos']
kit porta pronta p pintura,2,['KIT PORTA PRONTA P/ PINTURA'],['Portas e esquadrias']
kit caixa acoplada entrada e saida superior,2,['KIT CAIXA ACOPLADA ENTRADA E SAIDA SUPERIOR'],['Kits para Banheiro']
jogo de chaves de fenda phillips,2,['Jogo De Chaves De Fenda/Phillips'],['Ferramentas Manuais']
jogo de chave allen,2,"['JOGO DE CHAVE ALLEN', 'Jogo de chave allen']",['Ferramentas Manuais']
joelho polietileno pead preto 90gr sw 20bar 32mm joelho polietileno composicao pead cor preto angulo 90gr extremidade sw pressao nominal 20bar diametro rosca 32mm dados extras norma din 8074 pe80,2,"['JOELHO POLIETILENO PEAD PRETO 90GR SW 20BAR 32MM JOELHO POLIETILENO, COMPOSICAO: PEAD, COR: PRETO, ANGULO: 90GR, EXTREMIDADE: SW, PRESSAO NOMINAL: 20BAR, DIAMETRO/ROSCA: 32MM, DADOS EXTRAS: NORMA DIN 8074, PE80']",['Canos e Conexões Hidráulicas']
cimento saco 25kg todas as obras,2,['CIMENTO SACO 25KG TODAS AS OBRAS'],"['Cimentos', 'Outros - Materiais de Construção']"
cimento portland pozolanico cp iv 32,2,"['CIMENTO PORTLAND POZOLANICO CP IV- 32', 'CIMENTO PORTLAND POZOLANICO CP IV-32']",['Cimentos']
cimento portland estrutural branco cpb 32,2,"['CIMENTO PORTLAND ESTRUTURAL BRANCO  CPB-32', 'CIMENTO PORTLAND ESTRUTURAL BRANCO CPB-32']",['Cimentos']
cimento portland 32 cp iv 50 kg,2,['Cimento Portland 32 CP IV 50 kg.'],['Cimentos']
cimento,2,"['Cimento', 'cimento']",['Cimentos']
cimentcola aciii piso sobre piso ext cinza 20kg,2,['CIMENTCOLA ACIII PISO SOBRE PISO EXT CINZA 20KG'],['Cimentos']
cimentcola aciii cinza 20kg,2,['CIMENTCOLA ACIII CINZA 20KG'],['Cimentos']
cimentcola acii externo cinza 20kg,2,['CIMENTCOLA ACII EXTERNO CINZA 20KG'],['Cimentos']
cimentcola aci interno cinza 20kg,2,['CIMENTCOLA ACI INTERNO CINZA 20KG'],['Cimentos']
chave philips,2,['CHAVE PHILIPS'],['Ferramentas Manuais']
chave de fenda,2,['CHAVE DE FENDA'],['Ferramentas Manuais']
lampada led tubular,2,['Lâmpada LED tubular'],['Lâmpadas']
lampada led bulbo potencia de 15w base e 27 driver interno autovolt 100 240v 60hz temperatura entre 3000k 4000k luz amarela vida util minima de 25 000h eficiencia luminosa minima 87lm w com fluxo luminoso minimo 1311lm com dimensoes aproximada,2,"['Lâmpada LED Bulbo potência de 15W, base E- 27, driver interno autovolt, 100- 240v/60hz, temperatura entre 3000k-4000k (luz amarela), vida útil mínima de 25.000h, eficiência luminosa mínima 87lm/w, com fluxo luminoso mínimo 1311lm, com dimensões aproximada']",['Lâmpadas']
